"","country","iso2","iso3","iso_numeric","g_whoregion","year","new_sp","new_sn","new_su","new_ep","new_oth","ret_rel","ret_taf","ret_tad","ret_oth","newret_oth","new_labconf","new_clindx","ret_rel_labconf","ret_rel_clindx","ret_rel_ep","ret_nrel","new_foreign","new_sspct","new_tbdeaths","tot_newrel","new_sp_m04","new_sp_m514","new_sp_m014","new_sp_m1524","new_sp_m2534","new_sp_m3544","new_sp_m4554","new_sp_m5564","new_sp_m65","new_sp_mu","new_sp_f04","new_sp_f514","new_sp_f014","new_sp_f1524","new_sp_f2534","new_sp_f3544","new_sp_f4554","new_sp_f5564","new_sp_f65","new_sp_fu","new_sn_m04","new_sn_m514","new_sn_m014","new_sn_m1524","new_sn_m2534","new_sn_m3544","new_sn_m4554","new_sn_m5564","new_sn_m65","new_sn_m15plus","new_sn_mu","new_sn_f04","new_sn_f514","new_sn_f014","new_sn_f1524","new_sn_f2534","new_sn_f3544","new_sn_f4554","new_sn_f5564","new_sn_f65","new_sn_f15plus","new_sn_fu","new_sn_sexunk04","new_sn_sexunk514","new_sn_sexunk014","new_sn_sexunk15plus","new_ep_m04","new_ep_m514","new_ep_m014","new_ep_m1524","new_ep_m2534","new_ep_m3544","new_ep_m4554","new_ep_m5564","new_ep_m65","new_ep_m15plus","new_ep_mu","new_ep_f04","new_ep_f514","new_ep_f014","new_ep_f1524","new_ep_f2534","new_ep_f3544","new_ep_f4554","new_ep_f5564","new_ep_f65","new_ep_f15plus","new_ep_fu","new_ep_sexunk04","new_ep_sexunk514","new_ep_sexunk014","new_ep_sexunk15plus","new_ep_sexunkageunk","rel_in_agesex_flg","newrel_m04","newrel_m514","newrel_m014","newrel_m1524","newrel_m2534","newrel_m3544","newrel_m4554","newrel_m5564","newrel_m65","newrel_m15plus","newrel_mu","newrel_f04","newrel_f514","newrel_f014","newrel_f1524","newrel_f2534","newrel_f3544","newrel_f4554","newrel_f5564","newrel_f65","newrel_f15plus","newrel_fu","newrel_sexunk04","newrel_sexunk514","newrel_sexunk014","newrel_sexunk15plus","newrel_sexunkageunk","rdst_new","rdst_ret","rdst_unk","mdr","rr_nmdr","unconf_mdr_tx","conf_mdr_tx","conf_xdr_tx","mdrxdr_bdq_used","mdrxdr_bdq_tx","dst_rlt_new","dst_rlt_ret","dst_rlt_unk","mdr_new","mdr_ret","mdr_unk","xpert_new","xpert_ret","xpert_unk","xpert_dr_r_new","xpert_dr_r_ret","xpert_dr_r_unk","mdr_dst_rlt","xdr","hivtest","hivtest_pos","hiv_cpt","hiv_art","hiv_tbscr","hiv_reg","hiv_ipt","hiv_reg_new","female_tb"
"2859","Guyana","GY","GUY",328,"AMR",2008,320,148,94,61,0,30,12,64,11,0,468,NA,NA,NA,NA,NA,0,4218,59,653,2,5,7,29,51,71,47,22,11,0,0,4,4,20,23,13,12,3,7,0,0,9,9,20,32,47,30,13,14,156,0,1,6,7,13,23,12,11,5,6,70,0,NA,NA,NA,NA,NA,7,7,5,12,4,7,2,0,30,0,0,4,4,1,7,6,4,2,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,34,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,516,123,119,73,109,1148,132,NA,86
"2860","Guyana","GY","GUY",328,"AMR",2009,328,164,137,78,0,56,10,57,82,0,513,NA,NA,NA,NA,NA,NA,3704,NA,763,2,5,7,21,48,61,60,11,20,0,0,3,3,21,26,22,12,8,8,0,1,4,5,26,33,48,33,11,15,166,0,0,2,2,15,16,19,12,9,8,79,0,NA,NA,NA,NA,NA,2,3,3,8,7,5,4,2,29,0,0,0,0,2,6,4,1,1,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,717,195,159,108,893,4055,162,NA,103
"2861","Guyana","GY","GUY",328,"AMR",2010,325,223,51,75,0,38,3,44,77,0,548,NA,NA,NA,NA,NA,0,2015,NA,712,0,2,2,32,38,65,49,22,13,0,0,2,2,22,25,19,20,10,6,0,2,7,9,23,34,46,33,22,11,169,0,3,5,8,10,28,17,13,11,9,88,0,NA,NA,NA,NA,NA,4,5,11,7,7,12,4,1,42,0,5,4,9,4,4,2,6,1,2,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,0,0,39,0,0,5,NA,NA,NA,NA,NA,NA,0,0,734,209,160,124,843,847,144,NA,106
"2862","Guyana","GY","GUY",328,"AMR",2011,323,180,102,78,0,27,7,66,133,0,323,NA,NA,NA,NA,NA,4,NA,NA,710,0,8,8,26,54,61,54,19,13,0,0,2,2,17,19,17,17,7,9,0,4,9,13,17,23,36,47,17,30,170,0,2,4,6,13,23,19,19,13,6,93,0,NA,NA,NA,NA,NA,6,7,7,10,11,8,3,0,39,0,2,0,2,3,5,9,3,4,6,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,1,0,NA,NA,2,55,0,2,1,0,0,0,0,0,0,0,NA,NA,852,199,188,165,NA,NA,119,1180,90
"2863","Guyana","GY","GUY",328,"AMR",2012,309,254,85,77,0,23,9,60,152,0,309,NA,NA,NA,NA,NA,4,NA,NA,748,2,3,5,30,39,68,64,23,8,0,1,3,4,17,10,17,12,7,5,0,0,5,5,11,36,60,48,19,19,193,0,2,8,10,19,21,28,22,26,15,131,0,NA,NA,NA,NA,NA,2,2,8,12,10,8,3,6,47,0,0,0,0,5,5,6,8,2,2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,9,0,0,NA,NA,3,1,5,0,0,0,0,0,0,0,0,0,0,0,914,284,203,168,NA,NA,154,1075,75
"2864","Guyana","GY","GUY",328,"AMR",2013,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,308,249,23,38,2,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,12,56,82,109,112,52,31,442,0,3,7,10,39,50,42,39,19,26,215,0,NA,NA,NA,NA,NA,0,0,0,1,2,1,0,1,0,NA,3,5,0,0,1,0,0,0,0,0,0,0,1,1,705,180,143,101,2251,4896,192,1183,NA
"2885","Haiti","HT","HTI",332,"AMR",2000,5887,2930,0,1367,NA,236,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10420,NA,NA,67,836,898,613,350,147,118,NA,NA,NA,96,914,857,513,275,132,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","Haiti","HT","HTI",332,"AMR",2001,5607,3154,NA,1253,NA,210,67,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10224,NA,NA,72,752,785,587,319,169,112,NA,NA,NA,113,882,843,498,273,109,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","Haiti","HT","HTI",332,"AMR",2002,6188,4235,0,1302,NA,341,NA,NA,104,NA,6188,NA,NA,NA,NA,NA,NA,NA,NA,12066,NA,NA,79,903,904,572,377,184,148,NA,NA,NA,118,980,851,550,303,120,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888","Haiti","HT","HTI",332,"AMR",2003,7015,5305,NA,1383,NA,301,NA,66,NA,NA,7015,NA,NA,NA,NA,NA,NA,NA,NA,14004,NA,NA,89,1002,981,625,406,208,147,NA,NA,NA,122,1114,1064,606,378,165,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","Haiti","HT","HTI",332,"AMR",2004,7044,5873,0,1345,0,271,0,46,0,0,7044,NA,NA,NA,NA,NA,NA,NA,NA,14533,NA,NA,94,918,964,606,376,207,176,NA,NA,NA,137,1146,1045,688,386,176,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","Haiti","HT","HTI",332,"AMR",2005,7340,5292,NA,1484,NA,195,NA,33,NA,NA,7340,NA,NA,NA,NA,NA,NA,NA,NA,14311,NA,NA,69,1045,1035,701,451,222,156,NA,NA,NA,116,1097,1099,633,414,170,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1797,NA,NA,3513,NA,NA,NA,NA
"2891","Haiti","HT","HTI",332,"AMR",2006,7461,4796,0,1436,0,266,0,43,0,0,7461,NA,NA,NA,NA,NA,NA,NA,NA,13959,NA,NA,93,1110,1132,672,455,201,174,NA,NA,NA,137,1113,1039,638,387,184,126,NA,461,342,803,343,406,369,258,140,148,1664,NA,377,348,725,361,462,312,237,134,98,1604,NA,NA,NA,NA,NA,NA,83,130,160,151,98,87,44,38,578,NA,50,99,148,165,164,121,60,43,27,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5996,1584,NA,NA,NA,12687,NA,NA,NA
"2892","Haiti","HT","HTI",332,"AMR",2007,7915,4472,0,1437,0,309,19,46,0,0,7915,NA,NA,NA,NA,NA,0,NA,NA,14133,26,78,104,1166,1199,760,471,219,192,NA,27,120,147,1261,1107,632,344,182,131,NA,490,370,860,298,368,279,211,126,133,1415,NA,415,348,763,348,378,286,197,132,93,1434,NA,NA,NA,NA,NA,NA,86,134,158,172,122,63,41,41,597,NA,31,98,129,152,174,119,68,35,29,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,0,0,NA,0,39,0,NA,NA,NA,NA,NA,NA,39,0,7462,2028,359,256,3334,31244,974,NA,3924
"2893","Haiti","HT","HTI",332,"AMR",2008,8171,4655,0,1463,0,313,19,41,0,0,8171,NA,NA,NA,NA,NA,0,NA,NA,14602,8,82,90,1137,1337,696,491,242,175,0,19,135,154,1272,1204,677,378,179,139,0,291,401,692,346,423,333,242,140,118,1602,0,298,340,638,392,488,356,220,141,126,1723,0,NA,NA,NA,NA,NA,82,132,186,156,110,71,46,32,601,0,47,81,128,157,198,98,58,40,51,602,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,43,NA,NA,NA,0,43,0,0,43,0,NA,NA,NA,NA,NA,NA,43,0,9476,2068,193,203,18329,30500,7250,NA,4138
"2894","Haiti","HT","HTI",332,"AMR",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9886,2236,111,177,NA,NA,NA,NA,NA
"2895","Haiti","HT","HTI",332,"AMR",2010,8242,4335,0,1307,0,338,21,22,0,0,8242,NA,NA,NA,NA,NA,0,NA,NA,14222,24,74,98,1225,1357,718,469,259,160,0,23,135,158,1268,1223,608,358,207,134,0,303,276,579,364,456,377,263,153,122,1735,0,269,263,532,332,427,317,198,121,94,1489,0,NA,NA,NA,NA,NA,65,109,142,157,111,70,42,34,556,0,35,52,87,152,166,101,60,42,34,555,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,7,39,NA,NA,NA,2,39,NA,2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,9518,1892,253,185,6154,44740,4112,NA,4091
"2896","Haiti","HT","HTI",332,"AMR",2011,8399,4844,NA,1601,27,354,43,55,0,0,8399,NA,NA,NA,NA,NA,NA,NA,NA,15225,30,77,107,1239,1398,690,445,235,133,0,30,140,170,1356,1291,601,397,199,138,0,338,274,612,439,505,386,294,151,109,1884,0,307,259,566,389,523,381,256,152,108,1809,0,NA,NA,NA,NA,NA,107,184,171,204,129,71,45,43,663,0,52,86,138,156,173,136,75,35,41,616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,0,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11213,2320,266,161,NA,NA,NA,NA,4292
"2897","Haiti","HT","HTI",332,"AMR",2012,9261,4719,221,1918,0,448,78,74,NA,4,9261,NA,NA,NA,NA,NA,NA,NA,NA,16567,23,103,126,1358,1564,757,475,271,164,0,23,137,160,1478,1418,697,416,220,157,0,434,270,704,364,501,373,261,175,105,1779,0,372,244,616,367,430,318,273,123,109,1620,0,NA,NA,NA,NA,NA,118,203,183,245,156,93,54,47,778,0,88,88,176,202,248,136,73,65,37,761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,0,3,59,NA,NA,NA,NA,81,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,13518,2705,1604,1252,2105,36478,15283,22771,4683
"2898","Haiti","HT","HTI",332,"AMR",2013,NA,NA,NA,1995,NA,NA,NA,NA,NA,NA,9830,4732,483,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,476,473,949,1973,2563,1463,1011,545,385,7940,0,416,540,956,2122,2241,1262,779,452,339,7195,0,NA,NA,NA,NA,NA,0,101,0,101,0,0,81,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14668,2906,2119,1661,2309,60432,19199,24117,NA
"2919","Honduras","HN","HND",340,"AMR",2000,3404,2146,250,370,NA,236,NA,NA,NA,NA,2569,NA,NA,NA,NA,NA,NA,NA,122,6406,NA,NA,30,123,371,246,277,214,43,NA,NA,NA,25,21,269,258,270,160,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920","Honduras","HN","HND",340,"AMR",2001,3141,1553,NA,207,NA,147,NA,NA,NA,NA,2999,NA,NA,NA,NA,NA,NA,NA,NA,5048,NA,NA,12,47,509,344,337,257,27,NA,NA,NA,13,25,347,352,339,196,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921","Honduras","HN","HND",340,"AMR",2002,3080,873,NA,254,NA,278,NA,NA,NA,NA,3080,NA,NA,NA,NA,NA,NA,NA,NA,4485,NA,NA,76,29,519,353,338,257,24,NA,NA,NA,65,23,351,339,354,193,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922","Honduras","HN","HND",340,"AMR",2003,2139,1148,0,284,NA,287,0,2,NA,193,2139,NA,NA,NA,NA,NA,NA,NA,NA,3858,NA,NA,52,20,344,235,227,161,17,NA,NA,NA,42,15,232,225,236,127,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473,113,0,0,NA,NA,NA,NA,NA
"2923","Honduras","HN","HND",340,"AMR",2004,2011,1086,0,298,0,199,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,3594,NA,NA,54,20,379,259,247,189,18,NA,NA,NA,40,13,218,211,220,121,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924","Honduras","HN","HND",340,"AMR",2005,2069,721,0,362,NA,181,NA,NA,NA,NA,2249,NA,NA,NA,NA,NA,NA,82714,NA,3333,NA,NA,13,238,280,215,152,134,152,NA,NA,NA,27,219,222,125,107,81,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455,200,0,0,0,802,0,NA,NA
"2925","Honduras","HN","HND",340,"AMR",2006,2018,656,0,350,0,173,0,0,0,0,2018,NA,NA,NA,NA,NA,NA,80938,64,3197,5,16,21,213,297,213,139,96,147,NA,4,24,28,206,234,123,85,87,129,NA,26,46,72,36,81,67,46,40,48,318,NA,24,39,63,26,54,46,34,16,27,203,NA,NA,NA,NA,NA,NA,24,26,24,36,29,19,11,29,148,NA,3,6,9,28,37,29,27,19,27,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787,202,NA,383,NA,870,NA,NA,916
"2926","Honduras","HN","HND",340,"AMR",2007,1974,470,0,328,0,0,0,0,189,0,1974,NA,NA,NA,NA,NA,0,67179,67,2772,5,16,21,204,293,194,158,123,180,NA,0,29,29,185,175,110,106,84,112,NA,20,16,36,42,62,48,37,20,46,255,NA,15,13,28,24,34,18,24,22,29,151,NA,NA,NA,NA,NA,NA,14,25,25,45,32,21,12,20,155,NA,8,15,23,16,37,26,21,7,18,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,78,0,0,4,0,NA,NA,NA,NA,NA,NA,0,0,1753,183,NA,NA,NA,5634,NA,NA,830
